Name	Hex	Decimal
CORDBG_E_CANT_UNWIND_ABOVE_CALLBACK	0x80131C03	-2146231293
CORDBG_E_INTERCEPT_FRAME_ALREADY_SET	0x80131C04	-2146231292
CORDBG_E_NO_NATIVE_PATCH_AT_ADDR	0x80131C05	-2146231291
CORDBG_E_MUST_BE_INTEROP_DEBUGGING	0x80131C06	-2146231290
CORDBG_E_NATIVE_PATCH_ALREADY_AT_ADDR	0x80131C07	-2146231289
CORDBG_E_TIMEOUT	0x80131C08	-2146231288
CORDBG_E_CANT_CALL_ON_THIS_THREAD	0x80131C09	-2146231287
CORDBG_E_ENC_INFOLESS_METHOD	0x80131C0A	-2146231286
CORDBG_E_ENC_NESTED_HANLDERS	0x80131C0B	-2146231285
CORDBG_E_ENC_IN_FUNCLET	0x80131C0C	-2146231284
CORDBG_E_ENC_LOCALLOC	0x80131C0D	-2146231283
CORDBG_E_ENC_EDIT_NOT_SUPPORTED	0x80131C0E	-2146231282
CORDBG_E_FEABORT_DELAYED_UNTIL_THREAD_RESUMED	0x80131C0F	-2146231281
CORDBG_E_NOTREADY	0x80131C10	-2146231280
CORDBG_E_CANNOT_RESOLVE_ASSEMBLY	0x80131C11	-2146231279
CORDBG_E_MUST_BE_IN_LOAD_MODULE	0x80131C12	-2146231278
CORDBG_E_CANNOT_BE_ON_ATTACH	0x80131C13	-2146231277
CORDBG_S_NOT_ALL_BITS_SET	0x00131C13	1252371
CORDBG_E_NGEN_NOT_SUPPORTED	0x80131C14	-2146231276
CORDBG_E_ILLEGAL_SHUTDOWN_ORDER	0x80131C15	-2146231275
CORDBG_E_CANNOT_DEBUG_FIBER_PROCESS	0x80131C16	-2146231274
CORDBG_E_MUST_BE_IN_CREATE_PROCESS	0x80131C17	-2146231273
CORDBG_E_DETACH_FAILED_OUTSTANDING_EVALS	0x80131C18	-2146231272
CORDBG_E_DETACH_FAILED_OUTSTANDING_STEPPERS	0x80131C19	-2146231271
CORDBG_E_CANT_INTEROP_STEP_OUT	0x80131C20	-2146231264
CORDBG_E_DETACH_FAILED_OUTSTANDING_BREAKPOINTS	0x80131C21	-2146231263
CORDBG_E_ILLEGAL_IN_STACK_OVERFLOW	0x80131C22	-2146231262
CORDBG_E_ILLEGAL_AT_GC_UNSAFE_POINT	0x80131C23	-2146231261
CORDBG_E_ILLEGAL_IN_PROLOG	0x80131C24	-2146231260
CORDBG_E_ILLEGAL_IN_NATIVE_CODE	0x80131C25	-2146231259
CORDBG_E_ILLEGAL_IN_OPTIMIZED_CODE	0x80131C26	-2146231258
PEFMT_E_NO_CONTENTS	0x80131D00	-2146231040
PEFMT_E_NO_NTHEADERS	0x80131D01	-2146231039
PEFMT_E_64BIT	0x80131D02	-2146231038
PEFMT_E_NO_CORHEADER	0x80131D03	-2146231037
PEFMT_E_NOT_ILONLY	0x80131D04	-2146231036
PEFMT_E_IMPORT_DLLS	0x80131D05	-2146231035
PEFMT_E_EXE_NOENTRYPOINT	0x80131D06	-2146231034
PEFMT_E_BASE_RELOCS	0x80131D07	-2146231033
PEFMT_E_ENTRYPOINT	0x80131D08	-2146231032
PEFMT_E_ZERO_SIZEOFCODE	0x80131D09	-2146231031
PEFMT_E_BAD_CORHEADER	0x80131D0A	-2146231030
